,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,matches,company,COMPANY NAME,CITY,STATE,OWNER/MAKER
272,2526,Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",0.7,"3- B,S,C","raisins, honey, molassses",3.5,"('Cultura Craft Chocolate', 90)",Cultura Craft Chocolate,Cultura Craft Chocolate,Denver,Colorado,"Matt Armstrong, Damaris (Graves) Ronkanen"
273,1928,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",0.72,"2- B,S","hammy, sour, astringent",2.75,"('Dalloway', 100)",Dalloway,Dalloway,New York,New York,"Sara Sugar, Kelechi Anyanwu"
274,2574,Dancing Lion,U.S.A.,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",0.68,"4- B,S,C,L","harsh woody/green, cocoa base",2.5,"('Dancing Lion', 100)",Dancing Lion,Dancing Lion,Manchester,New Hampshire,Richard Tango-Lowy
275,2574,Dancing Lion,U.S.A.,2021,India,Anamalai,0.72,"4- B,S,C,L","fresh fruit, sour cherry, roasty",3.0,"('Dancing Lion', 100)",Dancing Lion,Dancing Lion,Manchester,New Hampshire,Richard Tango-Lowy
276,2574,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",0.72,"4- B,S,C,L","raisiny, slight anise, roasty",3.5,"('Dancing Lion', 100)",Dancing Lion,Dancing Lion,Manchester,New Hampshire,Richard Tango-Lowy
277,805,Dandelion,U.S.A.,2012,Costa Rica,Upala,0.7,"2- B,S","dried fruit, tannic",3.0,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
278,805,Dandelion,U.S.A.,2012,Colombia,Colombian,0.7,"2- B,S","grassy, green, candy spice",3.25,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
279,915,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",0.7,"2- B,S","spicy, fudgey",3.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
280,1026,Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",0.7,"2- B,S","acidic, sour, cocoa",2.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
281,1026,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",0.7,"2- B,S","licorice, sour, rich cocoa",3.25,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
282,1085,Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",0.7,"2- B,S","roasty, oreo shell, coffee",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
283,1153,Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",0.7,"2- B,S","mild smoke, raspberry,cocoa",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
284,1219,Dandelion,U.S.A.,2014,Belize,Maya Mountain,0.7,"2- B,S","heavy roast, blackberry",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
285,1295,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",0.7,"2- B,S","gummy, nutty, bourbon",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
286,1303,Dandelion,U.S.A.,2014,Liberia,Buto,0.7,"2- B,S","roasty, spicy, nutty",2.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
287,1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",0.7,"2- B,S","cherry, rich choco",3.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
288,1446,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",0.7,"2- B,S","intense, roasty, coffee, raisin",3.0,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
289,1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",0.7,"2- B,S","cherry, rich choco",3.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
290,2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",0.7,"2- B,S","cocoa, sour, toffee, earthy",3.0,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
291,2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",0.7,"2- B,S","vegetal, high astringency",3.0,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
292,2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",0.7,"2- B,S","nutty, moderate acidity",3.25,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
293,2178,Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",0.7,"2- B,S","ripe orange, citrus",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
294,2386,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",0.7,"2- B,S","green apple, sticky",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
295,2546,Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",0.7,"2- B,S","dairy, honey, cocoa",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
296,2546,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",0.7,"2- B,S",distinct choco and graham,4.0,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
297,2550,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",0.7,"2- B,S","grape, pungent",3.25,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
298,2550,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",0.7,"2- B,S","faint fruit, basic fudgey",3.5,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
299,2602,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",0.7,"2- B,S","pungent, woody, choco pudding",2.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
300,2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",0.7,"2- B,S","pungent, sour, tart, intense",2.75,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
301,2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",0.7,"2- B,S","orange soda, sour",3.25,"('Dandelion', 100)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
302,654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,0.7,"2- B,S","grassy, fruity, brownie",3.25,"('Dandelion', 90)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
303,654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,0.7,"2- B,S","brownie, red berry",3.25,"('Dandelion', 90)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
304,654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,0.7,"2- B,S",cocoa flavor dominates,3.25,"('Dandelion', 90)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
305,2550,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",0.7,"2- B,S","light caramel, sl. dry, earthy",3.0,"('Dandelion', 90)",Dandelion,Dandelion,San Francisco,California,"Todd Masonis, Cameron Ring"
306,1920,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",0.72,"2- B,S","nut, tobacco, burnt, off notes",2.75,"('DAR', 100)",DAR,DAR,Denver,Colorado,Gila and Joel Dar
307,1920,DAR,U.S.A.,2016,Vietnam,Vietnam,0.72,"2- B,S","raisins, astringent",3.0,"('DAR', 100)",DAR,DAR,Denver,Colorado,Gila and Joel Dar
308,1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",0.7,"2- B,S","floral, licorice, roasty",3.25,"('DAR', 100)",DAR,DAR,Denver,Colorado,Gila and Joel Dar
309,1550,Dark Forest,U.S.A.,2015,Madagascar,Madagascar,0.7,"3- B,S,C","sweet, strong sour, acidic",3.0,"('Dark Forest', 100)",Dark Forest,Dark Forest,Lancaster,New York,Joanne and Dan Sundell
310,1550,Dark Forest,U.S.A.,2015,Venezuela,Ocumare,0.7,"3- B,S,C","roasty, nutty, sweet",3.25,"('Dark Forest', 100)",Dark Forest,Dark Forest,Lancaster,New York,Joanne and Dan Sundell
311,1554,Dark Forest,U.S.A.,2015,Tanzania,Tanzania,0.7,"3- B,S,C","intense, sweet, brownie",3.0,"('Dark Forest', 100)",Dark Forest,Dark Forest,Lancaster,New York,Joanne and Dan Sundell
312,1554,Dark Forest,U.S.A.,2015,Ecuador,Ecuador,0.7,"3- B,S,C","bold, floral, rum",3.25,"('Dark Forest', 100)",Dark Forest,Dark Forest,Lancaster,New York,Joanne and Dan Sundell
313,1708,Dark Forest,U.S.A.,2016,Bolivia,Bolivia,0.75,"3- B,S,C","mild cherry, fatty",3.25,"('Dark Forest', 100)",Dark Forest,Dark Forest,Lancaster,New York,Joanne and Dan Sundell
314,907,Davis,U.S.A.,2012,Blend,West Africa,0.58,"4- B,S,C,L","nice melt, odd rubber notes",3.25,"('Davis', 100)",Davis,Davis,Mishawaka,Indiana,Brent Davis
315,1093,Davis,U.S.A.,2013,Ghana,Ghana,0.7,"4- B,S,C,L","vanilla, fatty, basic cocoa",2.5,"('Davis', 100)",Davis,Davis,Mishawaka,Indiana,Brent Davis
316,1093,Davis,U.S.A.,2013,Dominican Republic,Rainforest,0.7,"4- B,S,C,L","chalky, vanilla, caramel",2.75,"('Davis', 100)",Davis,Davis,Mishawaka,Indiana,Brent Davis
317,1093,Davis,U.S.A.,2013,Venezuela,Venezuela,0.7,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt",2.75,"('Davis', 100)",Davis,Davis,Mishawaka,Indiana,Brent Davis
318,170,Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,Madagascar,0.66,"4- B,S,C,V","sandy, cloying, rich cocoa",2.5,"('Piety and Desire', 86)",Piety and Desire,Piety and Desire,New Orleans,Louisiana,Christopher Nobles
319,175,Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,Costa Rica,0.64,"4- B,S,C,V","dark coffee, cocoa",3.0,"('Piety and Desire', 86)",Piety and Desire,Piety and Desire,New Orleans,Louisiana,Christopher Nobles
320,175,Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,Ecuador,0.71,"4- B,S,C,V","cinamon, nutmeg, coffee",3.0,"('Piety and Desire', 86)",Piety and Desire,Piety and Desire,New Orleans,Louisiana,Christopher Nobles
321,175,Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,Ghana,0.6,"4- B,S,C,V","nutty, simple, sweet",3.0,"('Piety and Desire', 86)",Piety and Desire,Piety and Desire,New Orleans,Louisiana,Christopher Nobles
322,180,Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,Papua New Guinea,0.64,"4- B,S,C,V","waxy, tobacco, smokey",3.0,"('Piety and Desire', 86)",Piety and Desire,Piety and Desire,New Orleans,Louisiana,Christopher Nobles
323,180,Dean and Deluca (Belcolade),U.S.A.,2007,Peru,Peru,0.64,"4- B,S,C,V","mild mint, basic cocoa",3.0,"('Piety and Desire', 86)",Piety and Desire,Piety and Desire,New Orleans,Louisiana,Christopher Nobles
324,166,DeVries,U.S.A.,2007,Costa Rica,Costa Rica,0.77,"2- B,S","red berry, lingering coffee",3.5,"('DeVries (closed)', 90)",DeVries (closed),DeVries (closed),Denver,Colorado,Steve DeVries
325,166,DeVries,U.S.A.,2007,Dominican Republic,Dominican Republic,0.77,"2- B,S","sticky, woodsy, rum",3.5,"('DeVries (closed)', 90)",DeVries (closed),DeVries (closed),Denver,Colorado,Steve DeVries
326,241,DeVries,U.S.A.,2008,Bolivia,Bolivian,0.8,"2- B,S","intense fruit, bitter ending",2.75,"('DeVries (closed)', 90)",DeVries (closed),DeVries (closed),Denver,Colorado,Steve DeVries
327,661,Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,0.8,"2- B,S","sandy, flat, hint of berry",2.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
328,682,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,0.75,"2- B,S","sticky, very roasty, nutty",2.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
329,769,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,0.74,"2- B,S","earthy, tart, sour",3.0,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
330,769,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,0.7,"2- B,S","grassy, tea, late sour",3.25,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
331,895,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,0.75,"2- B,S","dry, mint, medicinal",2.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
332,1034,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",0.7,"2- B,S","oily, black pepper, roasty",3.25,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
333,1193,Dick Taylor,U.S.A.,2013,Ecuador,Camino Verde,0.76,"2- B,S","butter, floral, rum",3.5,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
334,1235,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,0.74,"2- B,S","mild fruit and spice, roasty",3.5,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
335,1634,Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",0.7,"2- B,S","sticky, rich, cherry",3.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
336,1864,Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,0.78,"2- B,S","tropical berry, intense",3.5,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
337,1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,0.7,"2- B,S","blackberry, raisns",3.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
338,1972,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",0.75,"2- B,S","sticky, roasty nibs, grapes",3.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
339,2016,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",0.72,"2- B,S","well defined, creamy, cherry",4.0,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
340,2258,Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",0.8,"2- B,S","cocoa, tea, malt",3.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
341,2270,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",0.72,"2- B,S","creamy, sticky, dried fruit",4.0,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
342,2434,Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",0.72,"2- B,S","sticky, dried fruit, toast, cocoa",3.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
343,2466,Dick Taylor,U.S.A.,2020,Blend,"Northerner, Madagascar and Brazil",0.73,"2- B,S","burnt honey, earthy",3.5,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
344,2554,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall, batch 20240",0.75,"2- B,S","sl. bitter, black licorice, dried fig",3.75,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
345,2656,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",0.72,"2- B,S","dried fruit, fig, astringent, sticky",4.0,"('Dick Taylor', 100)",Dick Taylor,Dick Taylor,Ascata,California,"Adam Dick, Dustin Taylor"
346,311,Dole (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",0.7,,"creamy, nutty, fruity",3.75,"('Guittard', 90)",Guittard,Guittard,Burlingame,California,Gary Guittard
347,2390,Double Spiral,U.S.A.,2019,Dominican Republic,Oko Caribe,0.75,"2- B,S","dry, earthy, walnut",2.5,"('Double Spiral', 100)",Double Spiral,Double Spiral,Ardentown,Delaware,Stuart and Mhairi Craig
348,2390,Double Spiral,U.S.A.,2019,Tanzania,Kokoa Kamili,0.7,"2- B,S","dry, sour, sweet, mild fruit",2.75,"('Double Spiral', 100)",Double Spiral,Double Spiral,Ardentown,Delaware,Stuart and Mhairi Craig
349,2390,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,0.75,"2- B,S","dry, cocoa, grassy, spicy",3.0,"('Double Spiral', 100)",Double Spiral,Double Spiral,Ardentown,Delaware,Stuart and Mhairi Craig
350,2752,Ducrey,U.S.A.,2022,Dominican Republic,"Zorzal, Cibao, San Francisco de Macoris",0.7,"2- B,S","tobacco, roasty, hint of fruit",3.25,"('Ducrey Chocolate Maker', 90)",Ducrey Chocolate Maker,Ducrey Chocolate Maker,Missoula,Montana,Claudia Ducrey
351,2752,Ducrey,U.S.A.,2022,Nicaragua,"O'Payo, Wasalala Co-op",0.75,"2- B,S","earthy, dirty",2.75,"('Ducrey Chocolate Maker', 90)",Ducrey Chocolate Maker,Ducrey Chocolate Maker,Missoula,Montana,Claudia Ducrey
352,2752,Ducrey,U.S.A.,2022,Haiti,Pisa,0.7,"2- B,S","rich brownie, roasty, coffee",3.25,"('Ducrey Chocolate Maker', 90)",Ducrey Chocolate Maker,Ducrey Chocolate Maker,Missoula,Montana,Claudia Ducrey
353,1506,Dulcinea,U.S.A.,2015,Dominican Republic,"Dominican Republic, batch 1507",0.7,"2- B,S","coarse, earthy, mild banana",3.25,"('Dulcinea Craft Chocolate (closed)', 90)",Dulcinea Craft Chocolate (closed),Dulcinea Craft Chocolate (closed),Beaver,Pennsylvania,Laurie Rice
354,1626,Durci,U.S.A.,2015,Peru,"Maranon, Joya Rara",0.7,"3- B,S,C","sandy, orange, butterscotch",3.5,"('Durci', 100)",Durci,Durci,Wasatch Range,Utah,Eric Durtschi
355,1626,Durci,U.S.A.,2015,Venezuela,"Rio Caribe, Tepui Treasure",0.7,"3- B,S,C","fatty, roasty, intense brownie",3.5,"('Durci', 100)",Durci,Durci,Wasatch Range,Utah,Eric Durtschi
356,1630,Durci,U.S.A.,2015,Dominican Republic,Taino Secret,0.7,"3- B,S,C","dates, acidic, rich cocoa",3.25,"('Durci', 100)",Durci,Durci,Wasatch Range,Utah,Eric Durtschi
357,1630,Durci,U.S.A.,2015,Venezuela,"Carenero, Empyrean Sabor",0.7,"3- B,S,C","cherry, earthy, tobacco",3.25,"('Durci', 100)",Durci,Durci,Wasatch Range,Utah,Eric Durtschi
358,1630,Durci,U.S.A.,2015,Ecuador,Corona Arriba,0.7,"3- B,S,C",blackberry and cinnamon,4.0,"('Durci', 100)",Durci,Durci,Wasatch Range,Utah,Eric Durtschi
359,2040,Durci,U.S.A.,2018,Peru,Piura Blanco,0.7,"3- B,S,C","smoth, dense, grape",4.0,"('Durci', 100)",Durci,Durci,Wasatch Range,Utah,Eric Durtschi
360,2744,DWAAR,U.S.A.,2022,Dominican Republic,Zorzal,0.7,"3- B,S,C","accidental spicy (Kulfi?), burn",3.0,"('Dwaar', 100)",Dwaar,Dwaar,Detroit,Michigan,Rajani Konkipudi
361,919,Eclat (Felchlin),U.S.A.,2012,Peru,"Maranon, Good & Evil, w/ nibs",0.72,"3- B,S,C","buttery, burlap",2.75,"('Echea', 54)",Echea,Echea,Aubrey,Texas,Kira
362,2358,Eclat (Fruition),U.S.A.,2019,Peru,"NOE, nacional/criollo, batch 1",0.8,"2- B,S","nutty, almond butter",3.5,"('Fruition', 90)",Fruition,Fruition,Shokan,New York,Bryan Graham
363,2534,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",0.7,"2- B,S","molasses, red fruit, astringent",3.0,"('El Buen Cacao', 90)",El Buen Cacao,El Buen Cacao,Idyllwild,California,Jessica Ramirez
364,2534,El Buen,U.S.A.,2020,Colombia,Tumaco,0.7,"2- B,S","cocoa, spice, alcohol, dirty",3.0,"('El Buen Cacao', 90)",El Buen Cacao,El Buen Cacao,Idyllwild,California,Jessica Ramirez
365,2382,Eldora,U.S.A.,2019,Guatemala,"Polochic, batch 711",0.7,"3- B,S,C","cocoa, fig notes",3.5,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
366,2724,Eldora,U.S.A.,2022,Tanzania,"Kokoa Kamili, 2020 harvest, batch 1574",0.7,"3- B,S,C","heavy roast, choco, coffee-like",3.5,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
367,2724,Eldora,U.S.A.,2022,Madagascar,"Lazan'ny, 2019 harvest, batch 1547",0.7,"3- B,S,C","roasty, hammy, sour",3.25,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
368,2728,Eldora,U.S.A.,2022,Belize,"Maya Mtn., 2019 harvest, batch 1573",0.7,"3- B,S,C","dried fruit, raisiny, mild roast",3.5,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
369,2728,Eldora,U.S.A.,2022,Ecuador,"Puerto Quito, 2021 harvest, batch 1560",0.7,"3- B,S,C","fatty, floral, rum, roasty",3.0,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
370,2728,Eldora,U.S.A.,2022,Dominican Republic,"Zorzal, 2021 harvest, batch 1549",0.7,"3- B,S,C","dominate roast, fruit then earthy",3.0,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
371,2728,Eldora,U.S.A.,2022,Uganda,"Semuliki, 2019 harvest, batch 1575",0.7,"3- B,S,C","simple, mild caramel, choco",3.75,"('Eldora Craft Chocolate', 90)",Eldora Craft Chocolate,Eldora Craft Chocolate,Albuquerque,New Mexico,Steve Prickett
372,1916,ENNA,U.S.A.,2016,Honduras,"Wampusirpi, batch 007",0.75,"2- B,S","carrots, heavy roast",3.25,"('Enna Chocolate', 90)",Enna Chocolate,Enna Chocolate,Epping,New Hampshire,Enna Grazier
373,2198,ENNA,U.S.A.,2018,Vietnam,"Ben Tre, batch 77",0.72,"2- B,S","intens, brownie, spicy, metal",3.0,"('Enna Chocolate', 90)",Enna Chocolate,Enna Chocolate,Epping,New Hampshire,Enna Grazier
374,2350,ENNA,U.S.A.,2019,Sierra Leone,Gola Rainforest,0.7,"3- B,S,C","dirty, earthy, burnt, honey",2.5,"('Enna Chocolate', 90)",Enna Chocolate,Enna Chocolate,Epping,New Hampshire,Enna Grazier
375,2350,ENNA,U.S.A.,2019,Tanzania,Kokoa Kamili,0.8,"3- B,S,C","fruit, dirty",3.0,"('Enna Chocolate', 90)",Enna Chocolate,Enna Chocolate,Epping,New Hampshire,Enna Grazier
376,2350,ENNA,U.S.A.,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",0.72,"3- B,S,C","muddy, raisins, nut, rubbery",3.5,"('Enna Chocolate', 90)",Enna Chocolate,Enna Chocolate,Epping,New Hampshire,Enna Grazier
377,252,Escazu,U.S.A.,2008,Venezuela,Ocumare,0.72,"4- B,S,C,V","woody, cocoa",3.0,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
378,414,Escazu,U.S.A.,2009,Costa Rica,Guapiles,0.65,"4- B,S,C,V","sticky, slight plum, medicinal",2.0,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
379,423,Escazu,U.S.A.,2009,Venezuela,Carenero Superior,0.81,"4- B,S,C,V","hazelnut, fruit, slight bitter",3.5,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
380,431,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",0.74,"4- B,S,C,V","sweet, vanilla, sticky",2.75,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
381,903,Escazu,U.S.A.,2012,Venezuela,Rio Caribe,0.7,"4- B,S,C,V","nutty, ginger, off notes",2.75,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
382,2570,Escazu,U.S.A.,2021,Blend,"""Roasted Cocoa Nibs"", Latin America Blend, b.060321",0.65,"3- B,S,C","sweet, too few nibs, cocoa",3.0,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
383,2570,Escazu,U.S.A.,2021,Colombia,"Arhuacos, Sierra Nevada, batch 060221",0.7,"2- B,S","mild licorice, late mocha",3.5,"('Escazu', 100)",Escazu,Escazu,Raleigh,North Carolina,Danielle Ceuteno & Tiana Young
384,666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Peru, Madagascar",0.55,"4- B,S,C,V","gritty,overyly sweet,fruit punch",2.5,"('CAR Artisan', 86)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
385,666,Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,Trinidad,0.55,"4- B,S,C,V","grits, very sweet, banana",2.5,"('CAR Artisan', 86)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
